ticker	2020-08-01	2020-05-01	2020-02-01	2019-11-01	2019-08-01
CGEN	14.41	14.49	7.2	5.13	3.24
ROL	52.4	39.92	37.76	37.87	33.21
OMF	28.7	23.9	39.57	36.86	36.47
RHI	50.87	46.94	57.43	56.24	58.99
CEQP	14.5	10.38	26.87	32.96	33.61
YCBD	3.3	0.963	1.04	3.52	4.35
NOC	325.01	329.27	371.63	348.41	340.35
NWBO	0.35	0.17	0.19	0.24	0.22
LBRDK	137.27	122.68	132.93	118.07	99.51
AJRD	41.25	41.14	52.07	43.23	42.72
AME	93.25	83.71	96.74	91.13	88.96
KLAC	199.83	163.3	164.13	166.59	133.6
IOVA	29.07	32.15	21.74	21.13	24.59
NGL	4.41	5.8396	9.3402	10.0991	13.4856
ADSK	236.43	187.13	196.85	147.36	156.17
ZIXI	7.12	5.48	6.75	6.61	9.11
TEX	18.85	15.19	25.21	27.29	30.04
JILL	0.572	0.455	1.19	1.73	2.14
WAB	62.19	56.29	73.58	69.0	77.15
AERI	11.56	15.24	20.48	22.19	21.67
GPRE	12.93	5.87	12.47	12.33	10.09
QSR	56.52	48.84	59.71	63.56	71.1
SKYW	26.31	30.95	54.89	59.13	60.16
PRGO	53.02	53.08	56.6	52.39	53.13
DGX	127.07	109.59	109.31	99.51	99.82
EV	36.14	36.33	44.81	44.31	42.89
ALPP	0.0609	0.0728	0.0915	0.15	0.0133
SPGI	350.25	292.25	292.42	256.29	242.8
IGC	0.61	0.54	0.63	0.92	1.2
NEX	2.52	2.32	5.15	4.325	6.29
LDOS	95.16	98.48	99.73	85.28	80.87
GLIBA	78.39	60.83	73.18	69.98	59.73
OC	60.47	43.18	59.99	60.55	57.1
NXE	1.79	1.32	1.085	1.29	1.45
INCY	98.76	97.66	73.07	83.92	84.92
SSFT	0.11	0.1155	0.18	0.3899	0.139
PACW	18.27	19.95	33.99	35.32	36.23
CBOE	87.7	99.03	122.42	114.07	107.96
HTH	19.47	19.17	22.4	23.04	22.29
MRNS	1.68	2.04	2.03	1.17	1.1
WES	9.0	8.41	15.46	19.16	23.66
HAS	72.76	71.54	99.98	94.89	117.33
CREE	68.92	43.13	46.49	47.73	62.18
H	48.0	56.26	84.34	74.39	76.78
AEE	80.24	72.28	81.03	76.23	73.79
ADVM	16.77	11.85	9.87	7.27	13.41
GRAF	13.5	10.23	10.18	10.08	10.0
BKU	20.14	19.55	32.22	33.29	33.19
KMX	96.97	73.65	97.04	93.17	87.76
BORR	0.894	0.889	5.29	6.55	9.77
MNTA	29.49	31.7	29.02	15.48	11.3
JBL	34.86	28.35	38.69	36.56	30.58
LMT	378.97	386.72	422.89	369.81	353.53
TRU	89.57	78.72	91.53	82.4	82.49
AN	51.34	37.24	42.44	50.85	48.68
FPAC	10.23	10.19	10.62	10.21	10.25
KTOS	18.01	15.02	18.34	18.88	24.65
KN	15.26	15.55	19.73	21.58	20.35
STZ	178.2	163.93	186.72	188.0	193.66
RVLV	16.37	10.99	17.79	20.76	34.47
DSVMF	1.32	0.33	0.5188	0.3599	0.333
FLO	22.75	22.09	21.16	21.16	22.9
GLOG	2.92	4.5571	6.2235	12.4797	12.808
PIXY	5.1	5.9	7.91	15.32	20.0
CVET	22.16	11.89	12.3	9.91	23.67
FFMGF	0.3697	0.1616	0.1754	0.1671	0.21
NVCR	75.79	65.8	81.46	71.64	83.22
CPLP	5.65	9.33	11.99	10.81	10.14
BTU	3.12	3.39	6.76	10.53	20.715
TRNF	0.116	0.14	-	-	-
HUGE	3.63	3.259	6.29	6.16	18.09
RL	71.3	73.78	112.39	94.57	101.86
RESN	2.76	2.51	2.37	2.05	2.3
IFF	125.95	130.23	129.34	119.65	140.34
PB	55.56	59.48	69.03	67.43	67.4
DNKN	68.73	62.84	77.63	77.77	78.94
UFS	20.99	23.36	34.09	35.2	40.54
UONEK	1.52	0.78	1.88	2.2	2.15
LL	22.32	7.05	7.61	9.23	8.77
LAUR	12.68	9.47	20.84	15.45	16.39
RNG	290.27	228.53	205.58	161.52	141.98
SWCH	17.99	17.14	15.94	14.69	13.47
GFL	21.6	17.29	-	-	-
ATTO	8.35	4.86	13.38	15.15	11.77
HXL	37.3	34.59	74.05	74.45	81.22
POR	44.13	46.37	60.36	55.44	53.1
NWBI	9.85	10.41	15.25	16.35	16.45
NMTR	0.476	0.702	0.75	0.81	-
GNRC	157.58	97.44	103.59	96.58	72.3
LEVI	12.16	12.89	19.44	17.64	18.72
NKTR	22.16	19.2	19.89	17.13	28.46
CE	97.2	82.52	101.43	118.73	109.37
AFMD	3.53	2.19	2.62	2.94	3.0
FTAI	15.1	11.32	17.98	14.56	13.44
NEWR	70.91	53.69	66.01	64.06	93.17
CRI	78.72	78.2	105.38	99.11	91.48
TDC	21.0	24.59	24.34	29.93	36.62
NH	4.5	2.96	1.72	0.71	0.553
GORO	4.39	4.1207	5.4738	4.3508	3.561
RGEN	150.91	116.15	100.39	79.49	94.39
BPOP	37.11	38.2	54.64	52.89	55.59
CHRS	17.59	16.6	18.04	17.37	16.82
UCTT	30.09	18.39	23.01	21.37	14.59
OKTA	220.98	151.3	128.05	109.07	130.83
IONS	57.56	55.53	58.32	55.72	65.86
TSE	21.7	20.08	27.66	40.47	36.58
RFP	3.03	2.41	3.49	3.62	6.1
MHK	79.85	87.72	131.68	143.38	124.69
WEC	95.26	89.88	98.52	92.48	83.17
APTO	5.06	6.91	6.86	2.08	2.52
CPRT	93.25	80.11	101.46	82.64	77.53
ADNT	16.64	14.98	25.71	21.19	23.75
VRM	59.19	-	-	-	-
ENZ	2.38	3.02	2.51	3.16	3.91
CALX	20.51	11.5	9.16	7.65	6.28
ATRA	12.39	8.29	13.23	10.92	14.27
ADS	44.36	49.81	101.64	98.31	153.48
VGR	8.82	10.52	12.72	11.44	10.0
JW.A	-	-	-	-	-
IPIX	0.2251	-	-	-	-
DNOW	-	-	-	-	-
NXGN	-	-	-	-	-
PLT	19.99	14.12	28.42	38.78	37.57
SNA	145.87	129.23	157.26	159.19	148.38
WPRT	1.55	1.05	2.57	2.75	2.97
DTE	115.63	102.74	129.87	123.68	122.57
SBGI	20.6	17.46	29.35	38.86	48.79
MEIP	2.78	2.71	2.29	1.81	1.7
ARCT	52.23	34.5	10.3	11.06	13.61
RPM	81.59	66.41	71.37	72.43	67.83
OIS	-	-	-	-	-
TORC	2.49	1.53	1.38	7.25	10.88
CLNE	2.38	2.15	2.3	2.25	2.67
BEAT	42.56	46.71	48.92	39.36	46.95
ACM	36.19	36.26	48.23	40.01	35.95
YELP	24.98	22.35	32.6	34.51	35.05
NXTC	8.92	-	-	-	-
LIACF	-	-	-	-	-
GEL	6.67	5.85	17.06	18.71	20.63
CADE	7.81	6.52	15.24	14.84	16.34
SPLK	209.82	140.36	155.26	119.96	135.31
INTU	306.37	269.35	279.3	256.01	275.14
IQV	158.39	142.59	155.25	144.42	159.17
R	36.63	34.75	46.27	46.65	50.48
VERU	2.83	3.23	3.5	1.96	2.26
CRK	5.36	7.66	5.53	6.84	6.83
BNS	41.12	40.14	54.62	57.33	53.38
AJG	107.49	78.14	101.67	90.0	88.79
WDR	14.59	14.31	15.38	15.7	16.32
ACIW	26.79	27.4	34.45	31.39	33.56
GO	-	-	-	-	-
APRN	-	-	-	-	-
WPF	10.28	-	-	-	-
IPHI	130.66	96.54	75.96	71.88	60.21
ANTM	273.8	279.84	263.46	266.49	290.84
AKBA	11.17	8.1	7.22	3.73	4.19
BBIO	28.14	30.53	34.49	22.61	29.35
MTSI	42.26	30.66	28.42	22.74	19.62
LC	-	-	-	-	-
ORCC	12.25	12.5	14.75	15.71	14.27
ATH	32.25	27.0	43.56	43.35	40.86
NERV	3.485	8.97	8.13	4.74	6.64
TRUE	3.76	2.56	3.7	3.28	5.08
INFI	0.89	1.06	1.32	1.04	1.47
TGI	6.78	7.04	20.39	20.7	24.1
CMI	193.26	163.5	159.97	172.48	164.0
YRCW	2.72	1.72	2.26	3.35	3.26
PTC	-	-	-	-	-
TW	54.07	52.16	46.18	41.75	47.36
JBHT	129.4	-	-	-	-
DCP	11.45	8.82	19.59	20.56	24.98
CRUS	-	-	-	-	-
NFIN	10.39	-	-	-	-
ASB	12.84	-	-	-	-
HAPP	2.49	2.88	4.25	4.7	-
SNPS	199.22	157.12	147.51	135.75	132.76
TRN	19.53	19.11	19.92	19.21	18.84
FIVN	120.82	92.67	71.73	55.51	49.37
GRMN	98.59	81.16	96.95	93.75	78.59
VOYA	-	-	-	-	-
BZH	11.19	-	-	-	-
SNDL	0.584	0.57	1.2	3.25	-
MMNFF	-	-	-	-	-
SAH	38.12	21.35	31.37	31.87	27.18
MGNX	25.4	7.2	9.25	8.5	14.39
XPER	18.44	15.08	15.7	19.62	20.4
ARWR	43.07	34.43	41.91	40.05	29.06
LW	60.08	61.12	90.95	77.54	66.32
WARM	0.0134	0.0147	0.0035	0.027	0.059
MX	11.38	11.57	13.45	12.77	11.05
ATRS	2.61	3.24	3.67	3.36	3.19
REZI	13.28	-	-	-	-
KOPN	2.01	0.51	0.41	0.56	1.16
HOMB	-	-	-	-	-
NUVA	57.14	60.88	77.12	70.54	66.6
MTOR	-	-	-	-	-
JELD	19.6	-	-	-	-
CWT	46.87	44.92	52.56	55.97	53.39
CRNC	39.66	21.16	21.35	15.5	-
SGMS	-	-	-	-	-
UNFI	19.85	-	-	-	-
TWNK	12.68	12.02	13.42	12.78	14.12
TSEM	21.5	19.24	22.18	21.93	19.67
BMRN	119.81	92.02	83.5	73.21	79.32
XDSL	-	-	-	-	-
ITT	57.73	52.56	66.61	58.91	61.7
POAI	1.62	1.48	2.45	3.56	6.5
SGLB	-	-	-	-	-
TKR	45.66	37.33	51.9	48.15	44.61
NOMD	23.06	20.61	20.18	19.51	22.27
MAXR	17.79	12.6	15.93	8.47	7.33
SERV	40.89	34.05	36.05	40.38	53.23
CRSP	85.46	49.2	51.95	50.37	50.69
NUGS	0.08	0.098	0.119	0.078	0.31
ENTG	71.91	-	-	-	-
ISEE	-	-	-	-	-
PLCE	24.41	29.56	59.67	81.91	97.67
CSIQ	22.14	17.84	20.05	17.07	21.32
AVYA	12.66	9.94	12.77	12.09	12.04
FNF	32.36	26.77	47.78	44.3	41.15
CTLT	87.34	69.15	61.1	48.65	56.49
SHRG	0.3677	0.08	0.1	0.1241	0.16
AMTX	1.12	0.58	0.79	0.998	0.95
QDEL	282.47	139.0	76.8	56.9	59.03
BCO	44.35	50.7	83.36	83.99	89.13
WSM	87.12	61.5	69.06	65.4	64.84
MNOV	6.22	5.15	5.79	8.06	9.54
NMIH	15.52	13.52	31.92	29.25	24.88
IRDM	27.39	22.51	25.55	24.47	25.44
ILMN	382.16	319.03	290.07	295.52	299.38
UEC	0.97	1.1	0.83	0.95	0.99
AVLR	134.45	89.37	85.14	71.0	81.48
ARCO	4.65	3.81	7.5438	7.3176	7.7584
CVEO	0.83	0.63	1.34	1.06	1.65
TEN	7.41	5.19	9.47	12.59	9.04
TCF	27.49	29.69	42.28	39.59	42.04
TXG	98.37	79.87	91.39	58.0	-
MCO	281.3	243.37	255.71	219.27	212.46
AUDC	36.09	30.61	21.32	21.03	18.43
SPB	54.16	42.61	60.34	49.0	48.5
AFH	0.53	0.44	0.56	0.56	0.42
OGE	32.9	31.12	44.68	41.59	41.12
EXTR	4.55	3.4	5.9	6.44	8.14
EIGI	-	-	-	-	-
HALO	27.19	22.66	18.98	15.32	16.99
EWBC	34.66	35.07	45.84	42.92	48.01
ANET	259.77	219.3	223.34	244.57	273.45
FCF	-	-	-	-	-
AERG	0.35	0.225	0.33	0.27	0.31
ACIU	6.53	7.11	9.29	5.57	5.72
MLHR	23.43	22.54	38.43	46.04	44.66
ZUO	11.64	10.57	14.75	14.25	15.01
LPSN	42.98	23.94	41.01	41.05	33.19
J	85.35	82.36	92.09	92.95	81.8
SILEF	0.3325	-	-	-	-
CDAY	78.29	58.97	73.29	48.25	53.31
FOX	25.77	25.56	36.07	31.01	36.67
PKI	118.91	-	-	-	-
JAZZ	108.25	-	-	-	-
PSTI	9.8	9.17	3.74	3.33	5.34
BF.B	-	-	-	-	-
FEAC	10.59	9.85	-	-	-
ESPR	37.63	39.6	54.08	39.77	39.69
ALLE	99.46	100.23	128.55	115.09	102.42
GFF	22.87	16.33	20.62	21.06	16.09
NOVA	25.01	12.6	13.58	10.62	11.25
APG	13.93	10.1	10350.0	8190.0	9100.0
CETX	1.37	0.845	1.37	1.38	1.7
AUG	2.2	1.08	1.315	1.48	1.51
CVA	9.84	-	-	-	-
AYI	-	-	-	-	-
CVNA	154.95	80.11	79.25	81.08	63.56
AMAG	9.56	8.03	8.86	9.71	8.26
TOMDF	0.085	-	-	-	-
MWA	10.12	9.43	11.53	11.52	9.96
CNO	15.1	13.96	17.35	15.34	16.45
HRTX	16.29	-	-	-	-
FUN	23.84	-	-	-	-
VUZI	4.12	-	-	-	-
PDLI	3.18	3.39	3.29	2.82	2.88
MDLA	30.73	21.48	28.22	29.08	39.85
TPX	80.95	-	-	-	-
PWR	39.97	36.31	39.04	41.88	37.23
ZYXI	19.12	17.66	9.61	9.24	8.32
BIG	39.34	-	-	-	-
BAND	144.78	81.56	70.96	56.15	74.5
VMW	140.21	131.52	148.06	158.27	174.49
PH	178.92	157.21	193.75	180.87	171.62
PD	30.48	21.11	23.32	22.99	44.2
SMRT	0.312	-	-	-	-
FULT	9.7	11.54	16.08	16.5	16.31
ZGNX	23.79	28.23	50.37	44.65	48.17
CNSL	7.3	6.27	4.83	4.0	4.71
ENVA	16.09	-	-	-	-
RPRX	43.05	-	-	-	-
DXCM	435.54	335.2	240.75	154.24	156.87
SAIL	-	-	-	-	-
ORBC	4.21	2.64	3.59	4.01	5.86
DCI	48.34	43.63	51.41	52.1	49.13
SNGX	-	-	-	-	-
USX	9.16	4.36	5.46	5.19	5.09
SHLO	1.42	1.11	3.39	3.62	5.04
GLNG	7.5	7.09	9.62	13.77	16.94
FLIR	41.66	-	-	-	-
SON	51.74	-	-	-	-
FLWS	28.25	19.19	15.19	14.26	19.58
MD	19.98	14.52	23.07	21.96	24.57
FTNT	138.3	107.74	115.36	81.56	80.31
HYAC	-	-	-	-	-
BDRBF	0.35	-	-	-	-
PVH	48.66	49.23	87.07	87.03	88.74
EDIT	29.36	23.12	26.43	20.84	25.25
DIN	45.43	44.39	81.44	69.29	77.03
NTRS	78.35	78.53	96.08	97.28	94.96
IAC	132.42	63.81	69.56	64.89	68.26
CCK	71.58	64.41	74.03	72.84	64.01
ABC	100.19	89.21	84.76	84.19	85.53
SCKT	1.75	1.11	1.65	1.9	2.66
GSV	0.79	0.65	0.79	0.77	1.0
TMDI	0.92	0.3	0.48	0.47	1.97
SEAC	1.57	2.97	4.44	3.01	2.01
RPAY	22.13	17.87	16.91	13.43	11.62
NPTN	9.11	9.62	7.63	6.58	4.59
RSG	-	-	-	-	-
GRWG	-	-	-	-	-
VSTO	17.15	10.12	7.43	6.7	7.2
CMRE	4.55	-	-	-	-
TALO	6.81	11.39	21.94	21.53	20.58
AYX	-	-	-	-	-
BKE	16.03	15.31	24.41	20.92	20.35
PBYI	10.31	10.05	7.86	6.8	9.65
PARR	7.41	9.72	20.12	22.65	23.06
NSPR	0.46	0.76	1.13	1.13	3.31
PRTK	4.37	4.09	3.36	3.09	3.23
AAP	150.14	120.49	130.92	161.4	149.58
VRRM	10.23	8.96	15.93	14.35	13.85
KIRK	5.38	0.91	1.15	1.58	1.71
GRPN	15.35	24.4	57.6	55.6	63.0
AMCX	23.1	23.85	36.59	43.55	53.38
CSL	119.08	120.38	155.0	150.6	142.12
PKG	96.12	95.87	94.1	106.81	97.81
AXS	40.12	36.24	62.94	57.82	61.57
AL	26.22	26.04	42.16	43.05	40.78
VERI	11.32	5.14	2.24	2.6	6.94
UBX	9.43	6.49	5.9	6.24	7.06
SAVA	3.17	7.64	8.15	1.31	1.35
GGG	53.24	44.51	52.77	44.73	47.42
PACB	3.73	3.31	4.67	4.84	5.4
ATOM	10.64	5.32	4.16	3.37	5.53
NUS	44.85	28.92	31.8	43.08	38.28
FTDR	42.0	38.71	42.58	48.23	45.64
TRCH	0.32	0.41	0.62	0.86	1.42
HI	29.23	20.78	28.45	29.99	32.59
MEET	6.23	6.17	5.33	4.26	3.44
PBA	24.34	22.34	36.47	33.05	33.65
ATEN	8.08	6.83	6.81	7.43	7.58
GWB	13.0	18.56	28.89	33.79	32.45
PGEN	4.21	3.6	4.65	5.08	-
MRSN	19.88	9.03	6.75	1.88	3.5
SEIC	52.33	50.64	64.85	59.23	58.9
CCS	35.62	21.42	29.67	30.17	27.57
MRC	5.95	5.36	11.26	11.36	15.64
KLIC	23.7	23.84	25.6	23.38	22.17
BLUE	60.7	53.88	79.69	81.0	131.23
HQY	51.56	56.27	66.06	56.79	81.98
WMG	30.15	-	-	-	-
WBS	27.27	27.82	43.8	42.71	48.99
PVAC	9.91	6.29	21.37	23.8	34.24
HGV	20.3	20.6	31.91	34.73	32.7
ENBL	4.65	4.3599	8.6979	9.0248	12.1372
BOOT	19.36	18.46	41.97	35.05	31.29
TACO	7.65	5.88	7.54	7.64	12.12
KMT	26.96	25.4	30.83	30.31	33.64
PBPB	3.5	3.45	4.31	4.25	4.16
SILV	9.98	6.53	6.61	5.8	5.27
SMPL	24.04	18.85	22.97	24.54	27.23
GEN	0.88	0.87	1.5	1.28	1.17
AWK	147.27	121.12	135.06	121.72	112.86
YVR	1.96	2.21	1.79	1.9	1.64
NLST	0.72	0.23	0.38	0.5	0.35
SR	61.66	72.35	82.94	82.04	79.86
STKL	6.58	2.81	2.7	1.91	2.85
GMED	48.18	47.46	52.28	52.37	45.58
FLXN	13.57	10.64	17.52	17.17	10.04
IDXX	397.75	277.6	271.01	285.01	282.05
ALC	59.98	52.81	58.94	59.27	58.75
IMAX	11.29	11.5	16.54	21.35	21.95
AKTS	7.94	9.06	7.35	8.17	5.82
PFSI	48.26	30.04	33.47	30.78	23.74
ALLO	36.67	28.9	21.72	28.8	31.0
AGCO	65.63	52.65	69.73	76.09	76.22
TRIL	6.68	4.42	3.84	0.25	0.35
ARDX	5.65	6.58	7.08	5.0	2.41
GNPX	3.37	2.22	1.81	0.5	0.992
FVAC	11.8	-	-	-	-
TVTY	13.12	8.97	21.65	16.21	17.45
FATE	31.27	27.38	25.36	14.95	22.05
HCAC	10.9	10.15	10.23	10.05	9.99
TBBK	9.43	6.97	11.83	10.9	9.68
GMO	0.22	0.19	0.22	0.28	0.2
KALA	8.75	9.96	5.96	3.63	5.88
OLED	174.45	149.97	175.82	199.67	210.43
LMNL	16.31	8.11	9.8	6.52	12.17
ROK	218.14	188.47	189.67	169.23	157.22
UIS	11.89	12.59	9.71	10.26	12.39
CDW	116.25	110.41	129.63	126.75	116.79
CEI	0.86	1.74	1.58	2.75	35.5
LXU	1.05	1.99	3.02	4.23	4.99
DK	17.48	23.02	26.59	38.36	40.97
ASH	75.48	61.44	73.41	76.49	78.27
DNB	25.5	-	-	-	-
MRMD	0.14	0.154	0.423	1.0	1.47
FBIO	2.78	2.11	2.25	1.41	1.37
ODFL	182.82	145.16	130.55	120.97	110.83
GIL	17.76	13.94	27.52	25.22	38.76
MSCI	375.98	326.34	284.64	232.97	225.0
XBIO	1.17	0.925	1.42	1.21	2.41
PRDO	14.4	13.0	17.78	14.16	18.96
AWI	71.24	76.87	99.87	92.9	96.87
GMBL	5.85	3.26	6.0	6.6	7.93
CTXR	1.29	0.919	1.18	0.54	1.35
SBE	10.2	9.78	10.0	9.73	-
NCMI	2.47	3.2163	7.0151	7.8063	6.453
NEO	38.23	27.34	32.23	22.93	24.37
CLGX	68.16	38.25	46.29	40.11	45.14
SXC	3.19	3.088	5.7084	5.0741	7.2802
REI	1.1	0.9	2.16	1.66	2.45
CG	28.47	23.2	31.91	26.5	22.74
MYOK	90.13	62.82	68.03	57.33	54.43
ARW	71.62	62.92	75.94	79.28	72.61
BHLB	9.96	16.66	27.29	29.87	31.33
GLP	10.7	11.5	18.54	18.62	18.02
CNST	26.89	35.98	33.04	13.81	9.25
KBLB	0.15	0.16	0.15	0.2	0.25
AMRX	4.33	3.63	4.49	3.08	3.66
DS	1.79	1.32	3.78	3.99	5.22
HUD	4.38	4.9	10.97	12.42	12.78
BDSI	4.19	4.56	5.25	5.78	3.71
BNED	2.12	1.79	3.44	4.11	3.5
INOV	23.53	17.5	20.26	15.63	15.0
GSHD	103.33	56.14	52.18	51.18	45.01
SAGE	45.57	38.98	66.28	135.65	160.34
PRMW	14.21	10.21	14.94	11.99	-
CTAS	301.87	221.83	278.97	266.08	257.93
RJF	69.48	65.56	90.41	82.22	79.12
ESNT	35.83	27.19	49.19	51.51	45.51
MDC	44.83	28.92	41.35	37.69	34.89
LIVN	46.54	53.12	67.97	70.73	77.05
IMV	5.17	2.45	4.57	2.39	2.78
FMBI	12.14	14.62	19.51	19.97	20.88
FSLR	59.55	44.01	49.58	51.79	64.49
LONE	0.38	0.76	1.82	2.4	2.48
COUP	306.45	176.09	161.15	137.49	135.71
NTLA	17.81	13.47	11.91	12.48	18.1
QURE	41.73	63.64	57.56	50.04	58.65
MELI	1124.62	583.51	663.0	521.52	621.42
VSH	15.69	16.5	20.06	19.83	16.63
BLIN	2.66	1.07	1.49	1.56	1.87
GOCO	17.75	-	-	-	-
LEAF	5.13	1.45	3.49	2.97	6.1
HRVSF	1.07	1.35	3.04	2.72	5.46
HUM	392.45	381.18	334.97	292.66	294.58
DRNA	21.5	19.7	19.75	16.49	13.63
CVBF	18.07	20.58	20.37	20.21	21.22
SPWH	16.09	7.16	6.48	6.81	4.49
AWR	76.88	79.05	87.91	94.09	76.35
LSXMK	34.99	33.5	48.2	44.43	41.16
IBKR	49.6	40.9	46.8	47.27	50.94
ODP	22.07	22.2	21.96	20.16	19.63
ONB	13.99	14.03	17.58	17.55	17.03
OCX	1.35	2.7	2.61	1.7	1.77
TNK	14.97	20.31	16.29	130.56	78.72
BURL	188.0	182.69	217.47	192.17	180.75
VECO	13.52	10.93	12.75	13.64	11.91
TIF	125.36	125.89	132.68	122.73	92.0
HZO	27.74	14.41	19.93	15.45	15.44
ANGO	8.26	10.43	13.77	15.3	20.38
TCDA	13.38	30.25	35.26	37.41	31.56
EYE	31.99	26.5	34.12	23.8	31.59
MCRB	3.74	3.68	3.26	3.5	2.73
VFF	6.09	3.39	5.46	7.91	11.37
MYOV	15.2	11.98	12.7	5.46	7.2
VIR	47.76	30.51	26.63	14.1	-
MXL	25.35	16.49	19.49	18.96	21.98
PAVM	1.99	2.19	1.48	0.899	1.01
PI	23.6	22.46	32.18	32.9	36.2
MSI	139.8	143.13	175.47	164.23	163.31
QTNT	7.84	9.26	7.46	8.03	10.56
FI	2.28	2.43	3.5	4.9	5.7
GES	10.34	9.35	21.29	16.65	16.65
OR	11.73	9.12	9.89	9.72	11.61
PING	34.36	24.92	24.25	16.71	-
WGO	60.41	44.3	54.49	47.73	39.88
FIXX	13.15	12.07	15.65	13.13	17.78
DLPN	0.86	0.5	0.68	0.74	1.17
BCE	41.93	39.86	45.69	45.44	42.67
TENX	1.33	0.655	1.34	1.3	1.31
KTB	19.16	19.41	37.5	36.82	27.98
CTSO	9.57	8.56	4.94	4.75	7.02
VTVT	2.35	2.1	2.21	1.48	1.4
SVBL	0.1	0.06	0.06	0.07	0.11
RRD	1.13	1.71	2.3767	4.2828	1.9534
KEX	46.24	53.42	73.29	79.16	78.36
HBM	3.16	2.45	3.0605	3.6287	4.8234
AQN	13.79	13.68	14.95	13.27	11.92
AMP	153.63	113.96	163.12	147.84	141.59
PULM	1.32	1.38	1.67	0.833	0.87
QTRX	32.31	26.2	27.11	20.85	30.98
KW	14.84	13.94	20.89	22.08	20.45
OPCH	11.78	14.3	16.72	14.16	11.32
ACRX	1.09	1.61	1.7	2.0	2.61
RXN	28.97	27.2	32.49	28.15	29.14
BCLI	13.55	6.15	4.07	3.63	4.01
KRA	13.15	15.61	16.45	22.42	30.67
THMO	5.4	11.49	5.01	5.14	2.98
CERC	2.73	2.37	3.95	3.44	4.03
ZI	40.87	-	-	-	-
RMBS	14.76	12.53	15.87	13.85	12.46
WW	25.78	25.51	32.98	34.87	21.65
MBIO	3.08	2.76	3.67	2.65	3.05
AAXN	83.13	72.71	76.81	51.13	70.22
OCN	1.19	0.42	1.23	1.69	1.9
GL	79.6	82.13	103.69	96.64	90.51
DOX	62.1	64.09	71.11	64.19	62.72
ACIA	67.98	67.69	68.55	65.66	67.17
AZEK	34.5	-	-	-	-
INSM	26.12	23.0	20.54	18.59	21.95
MIDD	83.06	55.63	112.16	120.95	134.38
RCM	13.67	10.32	12.5	10.63	12.58
QUOT	8.01	7.18	10.07	8.61	10.52
HWKE	1.08	0.21	0.43	2.69	-
ATOS	3.78	2.18	1.48	1.59	2.08
RBA	46.28	42.87	41.81	40.53	35.39
ERF	2.48	2.6786	5.0077	5.8979	6.452
RY	69.09	60.89	77.06	77.95	75.51
LODE	0.81	0.51	0.75	0.45	0.75
HLIT	5.58	5.8	7.04	7.78	7.47
CFFN	9.65	11.99	13.0	13.74	13.0
ATR	115.2	106.76	114.79	117.06	119.53
DNLI	23.42	21.86	23.16	15.67	21.35
SVMK	23.98	15.7	17.65	18.4	16.97
GNMK	17.86	12.51	5.39	5.61	6.26
GLYC	3.94	2.79	4.28	5.28	9.23
BPFH	5.89	7.46	11.08	10.82	10.97
REGN	632.07	525.88	337.94	306.28	304.76
AVXL	4.22	3.46	2.86	2.72	2.56
WCC	38.87	25.87	48.41	50.15	50.74
MEXGF	0.1171	0.05	0.0706	0.0737	0.1208
SCCO	43.71	32.25	37.03	34.6	34.37
SLF	38.97	33.78	45.82	43.34	39.58
WRB	61.75	53.89	73.25	68.77	68.16
DSS	7.98	10.35	7.86	8.28	13.32
RMD	202.51	154.96	158.24	146.85	127.4
STAA	58.19	38.32	33.64	32.78	29.31
MESA	3.1	4.55	8.54	7.62	10.24
SYPR	1.09	0.71	0.95	0.93	1.03
EOLS	3.26	4.16	10.23	15.95	17.75
HLI	54.8	59.07	51.28	46.43	44.88
ARNC	16.29	8.72	-	-	-
FNKO	5.54	4.28	15.03	18.0	25.01
ATCO	7.11	7.34	11.65	10.38	0.62
ORLY	477.38	386.34	406.1	435.51	380.76
L	36.41	34.59	51.29	48.78	53.23
NAV	32.03	23.77	36.62	31.28	31.24
HEAR	18.34	9.83	8.06	10.88	10.39
PETS	31.2	38.88	24.77	22.51	16.43
UHS	109.9	105.69	136.9	137.05	150.2
SUPN	22.27	23.4	22.87	27.79	33.37
CTB	31.06	21.1	26.27	27.91	26.49
ABEO	2.85	2.38	2.17	2.37	2.59
BKI	74.92	70.57	66.92	64.2	63.32
MYGN	12.07	15.46	27.65	33.67	29.14
REYN	34.06	32.43	28.38	-	-
GOOS	22.28	23.85	30.0	41.83	46.79
FRC	112.48	104.1	110.47	105.79	98.65
RTRX	19.88	15.22	15.46	12.0	19.79
JCOM	56.72	80.64	95.86	94.96	89.09
AGIO	45.32	41.14	48.73	30.08	48.11
MBI	8.01	8.14	9.06	9.29	9.33
LCTX	0.82	0.85	1.03	0.78	1.1
AGR	49.79	42.57	52.3	48.71	48.78
MKC	194.9	156.3	162.13	158.89	156.23
FSKR	14.25	-	-	-	-
SLQT	17.89	-	-	-	-
NBIX	120.36	98.14	100.08	99.49	96.39
BR	134.34	115.49	117.97	123.41	124.74
NLS	10.43	6.49	3.18	1.65	1.93
SEDG	175.1	111.59	97.86	84.96	65.23
DTIL	6.36	6.88	8.09	6.49	12.87
DPZ	386.61	361.19	280.52	269.83	242.29
LH	192.92	164.45	175.4	164.77	167.52
FIVE	108.91	90.16	113.22	125.11	117.46
HSC	15.96	9.98	14.9	20.27	23.46
WAFD	23.34	26.5	33.48	35.7	35.6
